accession	tax_id	description	scientific_name	last_updated	base_count	first_public
U95257	7260	Drosophila willistoni Belize VI alcohol dehydrogenase (Adh) gene, complete cds.	Drosophila willistoni	2005-04-18	1172	1999-01-06
AF284478	7226	Drosophila mauritiana strain Lig72 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila mauritiana	2006-11-14	701	2000-11-02
DQ471617	381448	Drosophila angor strain 118 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila angor	2006-07-20	711	2006-07-20
HQ110511	7271	Drosohpila nebulosa isolate D_nebu_c3 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila nebulosa	2011-06-02	795	2011-05-06
HQ110513	30039	Drosophila neocordata isolate D_neoc_c2 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila neocordata	2011-06-02	832	2011-05-06
LC165372	7248	Drosophila athabasca Adh gene, partial cds, strain: 14012-0211.00a.	Drosophila athabasca	2019-06-04	377	2019-06-04
LC165376	46829	Drosophila birchii Adh gene, partial cds, strain: 14028-0521.00.	Drosophila birchii	2019-06-04	555	2019-06-04
LC165390	46793	Drosophila paulistorum Adh gene, partial cds, strain: 14030-0771.00.	Drosophila paulistorum	2019-06-04	488	2019-06-04
M62742	7268	D.mayaguana alcohol dehydrogenase-2 (ADH-2) gene, complete cds.	Drosophila mayaguana	2006-11-14	905	1991-07-11
M62743	7264	D.buzzatii alcohol dehydrogenase-2 (ADH-2) gene, complete cds.	Drosophila buzzatii	2006-11-14	908	1991-07-11
MK017205	66368	UNVERIFIED: Drosophila guttifera adh-related-like (Adhr) gene, partial sequence.	Drosophila guttifera	2018-12-05	495	2018-12-05
U95275	7271	Drosophila nebulosa 0761.0 alcohol dehydrogenase (Adh) gene, complete cds.	Drosophila nebulosa	2005-04-18	1251	1999-01-06
AF284474	7226	Drosophila mauritiana strain 105 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila mauritiana	2006-11-14	702	2000-11-02
AY095947	193352	Drosophila unispina isolate uni1 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila unispina	2008-12-16	442	2003-05-01
DQ471614	381448	Drosophila angor strain C120 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila angor	2006-07-20	711	2006-07-20
DQ471625	381468	Drosophila perlucida strain 186 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila perlucida	2006-07-20	711	2006-07-20
DQ471642	381452	Drosophila barutani strain 176 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila barutani	2006-07-20	711	2006-07-20
MK017206	7250	UNVERIFIED: Drosophila immigrans adh-related-like (Adhr) gene, partial sequence.	Drosophila immigrans	2018-12-05	472	2018-12-05
MK017219	198725	UNVERIFIED: Drosophila subquinaria adh-related-like (Adhr) gene, partial sequence.	Drosophila subquinaria	2018-12-05	495	2018-12-05
AY095950	7283	Drosophila phalerata isolate pha2 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila phalerata	2008-12-16	430	2003-05-01
AY804555	7245	Drosophila yakuba strain Tai18 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila yakuba	2005-10-06	759	2005-10-06
U95251	7260	Drosophila willistoni 0811.0 alcohol dehydrogenase (Adh) gene, complete cds.	Drosophila willistoni	2005-04-18	1174	1999-01-06
AY095935	42028	Drosophila limbata isolate lim1 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila limbata	2008-12-16	447	2003-05-01
DQ471622	381462	Drosophila hei strain 4 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila hei	2006-07-20	711	2006-07-20
DQ471641	311476	Drosophila neokadai strain 172 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila neokadai	2006-07-20	711	2006-07-20
AY095941	42027	Drosophila kuntzei isolate kun3 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila kuntzei	2008-12-16	431	2003-05-01
AF284477	7226	Drosophila mauritiana strain 207 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila mauritiana	2006-11-14	702	2000-11-02
AY335201	30047	Drosophila sturtevanti clone Dsturt3 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila sturtevanti	2005-04-16	792	2003-12-31
DQ471646	2609301	Drosophila bipatita strain 246 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila bipatita (nomen nudum)	2006-07-20	711	2006-07-20
DQ471647	311478	Drosophila bai strain 247 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila bai	2006-07-20	711	2006-07-20
KX384732	42062	Drosophila nasuta strain IND_DN_U11 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila nasuta	2017-01-03	1122	2017-01-03
U95256	7260	Drosophila willistoni Belize II alcohol dehydrogenase (Adh) gene, complete cds.	Drosophila willistoni	2005-04-18	1172	1999-01-06
AB669828	73155	Drosophila biauraria Adh gene for alcohol dehydrogenase, partial cds, strain: B660.	Drosophila biauraria	2014-01-02	842	2014-01-02
AB669872	307242	Drosophila ohnishii Adh gene for alcohol dehydrogenase, partial cds, strain: MMY326.	Drosophila ohnishii	2014-01-02	843	2014-01-02
AB825962	94110	Drosophila trapezifrons Adh gene for alcohol dehydrogenase, partial cds, strain: Bavi31.	Drosophila trapezifrons	2015-12-16	836	2015-12-16
AF459767	73157	Drosophila nikananu alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	Drosophila nikananu	2006-11-14	290	2002-05-16
AF459783	67533	Drosophila rufa alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	Drosophila rufa	2006-11-14	290	2002-05-16
EU999242	40366	Drosophila americana isolate FP99.33 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana	2008-09-09	840	2008-09-09
KJ767237	7227	Drosophila melanogaster strain Oregon R alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila melanogaster	2014-10-29	872	2014-09-04
LC057780	7291	Drosophila albomicans Adh gene for alchol dehydrogenase, partial cds, strain: KMT408.	Drosophila albomicans	2015-06-26	851	2015-06-26
AF136692	95109	Drosophila americana americana G96.40Y alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana americana	2005-04-15	884	1999-06-03
AF136702	40372	Drosophila americana texana LP97.08 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana texana	2005-04-15	884	1999-06-03
AF136704	40372	Drosophila americana texana LP97.13 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana texana	2005-04-15	884	1999-06-03
AF459760	29029	Drosophila eugracilis alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	Drosophila eugracilis	2006-11-14	290	2002-05-16
EF560576	306028	Drosophila gasici pop-variant Bogota alcohol dehydrogenase (adh) gene, partial cds.	Drosophila gasici	2008-07-12	622	2008-05-01
LC057775	7291	Drosophila albomicans Adh gene for alchol dehydrogenase, partial cds, strain: GZL3.	Drosophila albomicans	2015-06-26	844	2015-06-26
LC057776	7291	Drosophila albomicans Adh gene for alchol dehydrogenase, partial cds, strain: HNZ12.	Drosophila albomicans	2015-06-26	846	2015-06-26
LC057781	7291	Drosophila albomicans Adh gene for alchol dehydrogenase, partial cds, strain: KT48.	Drosophila albomicans	2015-06-26	846	2015-06-26
LC057805	42062	Drosophila nasuta Adh gene for alchol dehydrogenase, partial cds, strain: VNS23.	Drosophila nasuta	2015-06-26	851	2015-06-26
U76470	7224	Drosophila hydei strain 2 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.	Drosophila hydei	2005-04-18	897	1996-11-19
AB669827	73155	Drosophila biauraria Adh gene for alcohol dehydrogenase, partial cds, strain: B16.	Drosophila biauraria	2014-01-02	842	2014-01-02
AB669830	67531	Drosophila lacteicornis Adh gene for alcohol dehydrogenase, partial cds, strain: ISGB1.	Drosophila lacteicornis	2014-01-02	838	2014-01-02
AB669894	137078	Drosophila truncata Adh gene for alcohol dehydrogenase, partial cds, strain: RGN179.	Drosophila truncata	2014-01-02	830	2014-01-02
AF136663	95109	Drosophila americana americana G96.30X alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana americana	2005-04-15	884	1999-06-03
AF136698	95109	Drosophila americana americana G96.46Y alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana americana	2005-04-15	884	1999-06-03
AF459750	51159	Drosophila lutescens alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	Drosophila lutescens	2006-11-14	290	2002-05-16
AF459764	60717	Drosophila punjabiensis alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	Drosophila punjabiensis	2006-11-14	290	2002-05-16
AB669833	67532	Drosophila quadraria Adh gene for alcohol dehydrogenase, partial cds, strain: Q.	Drosophila quadraria	2014-01-02	843	2014-01-02
AF136673	95109	Drosophila americana americana G96.45X alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana americana	2005-04-15	884	1999-06-03
AF136681	95109	Drosophila americana americana G96.03Y alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana americana	2005-04-15	884	1999-06-03
AF136700	40372	Drosophila americana texana LP97.03 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana texana	2005-04-15	884	1999-06-03
AF459751	73156	Drosophila lucipennis alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	Drosophila lucipennis	2006-11-14	290	2002-05-16
AF459781	137076	Drosophila orosa alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	Drosophila orosa	2006-11-14	290	2002-05-16
EF560577	306029	Drosophila mesophragmatica pop-variant Bogota alcohol dehydrogenase (adh) gene, partial cds.	Drosophila mesophragmatica	2008-07-12	605	2008-05-01
AB669841	67534	Drosophila triauraria Adh gene for alcohol dehydrogenase, partial cds, strain: T544.	Drosophila triauraria	2014-01-02	842	2014-01-02
AB669849	137355	Drosophila burlai Adh gene for alcohol dehydrogenase, partial cds, strain: L6.	Drosophila burlai	2014-01-02	833	2014-01-02
AF459749	29030	Drosophila takahashii alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	Drosophila takahashii	2006-11-14	290	2002-05-16
AF136656	95109	Drosophila americana americana G96.03X alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana americana	2005-04-15	884	1999-06-03
U76474	7224	Drosophila hydei strain 6 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.	Drosophila hydei	2005-04-18	897	1996-11-19
U76476	7224	Drosophila hydei strain 8 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.	Drosophila hydei	2005-04-18	897	1996-11-19
AB669861	137356	Drosophila cauverii Adh gene for alcohol dehydrogenase, partial cds, strain: cauv-CNRS.	Drosophila cauverii	2014-01-02	833	2014-01-02
AF136677	95109	Drosophila americana americana D.am-.6Y alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana americana	2005-04-15	884	1999-06-03
AY340302	40366	Drosophila americana pop-variant NN97.08Y alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana	2005-04-16	881	2003-08-13
AY874371	7241	Drosophila subobscura strain line 24 alcohol dehydrogenase (Adh-Twain) gene, partial cds.	Drosophila subobscura	2005-05-31	1406	2005-05-31
AB669829	67531	Drosophila lacteicornis Adh gene for alcohol dehydrogenase, partial cds, strain: BG0571.0.	Drosophila lacteicornis	2014-01-02	838	2014-01-02
AY340278	40366	Drosophila americana pop-variant DN00.01X alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana	2005-04-16	881	2003-08-13
AY340292	40366	Drosophila americana pop-variant NN00.09X alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana	2005-04-16	881	2003-08-13
AY340294	40366	Drosophila americana pop-variant DN00.02Y alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana	2005-04-16	881	2003-08-13
AB703319	7249	Drosophila azteca Adh gene for alcohol dehydrogenase, partial cds, clone: D.azteca.	Drosophila azteca	2012-03-18	405	2012-03-18
AB703320	7218	Drosophila bifasciata Adh gene for alcohol dehydrogenase, partial cds, clone: D.bifasciata.	Drosophila bifasciata	2012-03-18	405	2012-03-18
AB703324	7237	Drosophila pseudoobscura Adh gene for alcohol dehydrogenase, partial cds, clone: D.pseudoobscura.	Drosophila pseudoobscura	2012-03-18	405	2012-03-18
AF136678	95109	Drosophila americana americana D.am-.3Y alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana americana	2005-04-15	884	1999-06-03
AY102222	7243	Drosophila teissieri strain chiri1 jingwei (jgw) gene, adh-derived region, partial cds.	Drosophila teissieri	2005-04-16	724	2002-06-20
AY102226	7243	Drosophila teissieri strain eua9 jingwei (jgw) gene, adh-derived region, partial cds.	Drosophila teissieri	2005-04-16	724	2002-06-20
AY102231	7243	Drosophila teissieri strain MazF jingwei (jgw) gene, adh-derived region, partial cds.	Drosophila teissieri	2005-04-16	724	2002-06-20
AY340295	40366	Drosophila americana pop-variant DN00.04Y alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana	2005-04-16	881	2003-08-13
AY874361	7241	Drosophila subobscura strain line 0 alcohol dehydrogenase (Adh-Twain) gene, partial cds.	Drosophila subobscura	2005-05-31	1422	2005-05-31
AY874368	7241	Drosophila subobscura strain line 16 alcohol dehydrogenase (Adh-Twain) gene, partial cds.	Drosophila subobscura	2005-05-31	1406	2005-05-31
EF216308	426741	Drosophila luguensis alcohol dehydrogenase (Adh) gene, exons 2, 3 and partial cds.	Drosophila luguensis	2010-09-07	431	2007-06-10
EF216309	426743	Drosophila limingi alcohol dehydrogenase (Adh) gene, exons 2, 3 and partial cds.	Drosophila limingi	2010-09-07	429	2007-06-10
U76480	7231	Drosophila mulleri strain -1371.16 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.	Drosophila mulleri	2005-04-18	902	1997-03-06
AB703316	7247	Drosophila algonquin Adh gene for alcohol dehydrogenase, partial cds, clone: D.algonquin.	Drosophila algonquin	2012-03-18	405	2012-03-18
AY102229	7243	Drosophila teissieri strain MazL jingwei (jgw) gene, adh-derived region, partial cds.	Drosophila teissieri	2005-04-16	724	2002-06-20
AY102232	7243	Drosophila teissieri strain MazK jingwei (jgw) gene, adh-derived region, partial cds.	Drosophila teissieri	2005-04-16	724	2002-06-20
AY340284	40366	Drosophila americana pop-variant NN97.02X alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana	2005-04-16	881	2003-08-13
AY340285	40366	Drosophila americana pop-variant NN97.04X alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana	2005-04-16	881	2003-08-13
AY874366	7241	Drosophila subobscura strain line 10 alcohol dehydrogenase (Adh-Twain) gene, partial cds.	Drosophila subobscura	2005-05-31	1406	2005-05-31
AY874374	7241	Drosophila subobscura strain line 35 alcohol dehydrogenase (Adh-Twain) gene, partial cds.	Drosophila subobscura	2005-05-31	1406	2005-05-31
AY874367	7241	Drosophila subobscura strain line 11 alcohol dehydrogenase (Adh-Twain) gene, partial cds.	Drosophila subobscura	2005-05-31	1406	2005-05-31
AY340280	40366	Drosophila americana pop-variant DN00.04X alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana	2005-04-16	881	2003-08-13
U76483	7231	Drosophila mulleri strain -1371.22 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.	Drosophila mulleri	2005-04-18	902	1997-03-06
AY695385	133993	Drosophila belladunni alcohol dehydrogenase (Adh) gene, exons 1 through 3 and partial cds Adh-Adhr intergenic spacer, complete sequence and ADHR (Adhr) gene, exon 1 and partial cds.	Drosophila belladunni	2006-11-14	1117	2006-08-01
AB669838	137070	Drosophila tani Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0661.00.	Drosophila tani	2014-01-02	838	2014-01-02
AB669874	73157	Drosophila nikananu Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0661.01.	Drosophila nikananu	2014-01-02	838	2014-01-02
AF067283	7239	Drosophila subsilvestris alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.	Drosophila subsilvestris	2006-11-14	437	1998-07-02
AY154844	7263	Drosophila arizonae strain ARTU 34 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	Drosophila arizonae	2005-04-16	878	2003-03-03
AY154854	7263	Drosophila arizonae strain AR00 5 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	Drosophila arizonae	2005-04-16	880	2003-03-03
M17827	7227	D.melanogaster (strain Wa-S) alcohol dehydrogenase gene (allele Adh-s), complete cds.	Drosophila melanogaster	2006-11-14	2696	1991-07-01
AB932673	133976	Drosophila similis Adh gene for alcohol dehydrogenase, partial cds, strain: 15182-2321.00.	Drosophila similis	2014-10-26	839	2014-10-26
AY154845	7263	Drosophila arizonae strain ARTU 35 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	Drosophila arizonae	2005-04-16	879	2003-03-03
LC057202	186284	Drosophila paralutea Adh gene for alcohol dehydrogenase, partial cds, strain: 14022-0281.00.	Drosophila paralutea	2019-06-04	829	2019-06-04
AB194441	42026	Drosophila bipectinata Adh gene for alcohol dehydrogenase, partial cds, strain:wild type CJB162.	Drosophila bipectinata	2006-02-27	759	2005-05-07
AB669848	132243	Drosophila vulcana Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0711.00.	Drosophila vulcana	2014-01-02	773	2014-01-02
AB669886	137074	Drosophila mayri Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0591.00.	Drosophila mayri	2014-01-02	836	2014-01-02
AY154843	7263	Drosophila arizonae strain ARTU 24 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	Drosophila arizonae	2005-04-16	878	2003-03-03
EF560579	30028	Drosophila gaucha pop-variant Campos do Jordao alcohol dehydrogenase (adh) gene, partial cds.	Drosophila gaucha	2008-07-12	626	2008-05-01
M17828	7227	D.melanogaster (strain Fl-1S) alcohol dehydrogenase gene (allele Adh-F), complete cds.	Drosophila melanogaster	2006-11-14	2696	1991-07-01
AB932666	133990	Drosophila parthenogenetica Adh gene for alcohol dehydrogenase, partial cds, strain: 15181-2221.00.	Drosophila parthenogenetica	2014-10-26	834	2014-10-26
AY279328	30038	Drosophila mimetica alcohol dehydrogenase (Adh) and alcohol dehydrogenase related (Adhr) genes, complete cds.	Drosophila mimetica	2006-11-14	2698	2004-03-31
LC057201	94111	Drosophila prostipennis Adh gene for alcohol dehydrogenase, partial cds, strain: 14022-0291.00.	Drosophila prostipennis	2019-06-04	827	2019-06-04
X15585	7232	Drosophila navojoa Adh-1 gene for alcohol dehydrogenase (EC 1.1.1.1)	Drosophila navojoa	2006-11-14	2334	1989-11-23
AY695382	133979	Drosophila dunni alcohol dehydrogenase (adh) gene, exons 1 through 3 and partial cds Adh-Adhr intergenic spacer, complete sequence and ADHR (Adhr) gene, exons 1 through 3 and partial cds.	Drosophila dunni	2006-11-14	2005	2006-08-01
AB194427	30050	Drosophila varians Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.	Drosophila varians	2006-02-27	1756	2005-05-07
AF045124	30024	Drosophila emarginata strain 14042-0841.0 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.	Drosophila emarginata	2006-11-14	405	1998-06-02
AF045125	30024	Drosophila emarginata strain 14042-0841.7 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.	Drosophila emarginata	2006-11-14	405	1998-06-02
AY102238	7243	Drosophila teissieri strain uz17 isolate 2 jingwei (jgw) gene, adh-derived region, partial cds.	Drosophila teissieri	2005-04-16	724	2002-06-20
AY154830	7230	Drosophila mojavensis strain MJBC 39.3 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	Drosophila mojavensis	2005-04-16	880	2003-03-03
AY154864	7230	Drosophila mojavensis strain MJBC 25.3 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	Drosophila mojavensis	2005-04-16	877	2003-03-03
AB194421	42026	Drosophila bipectinata Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.	Drosophila bipectinata	2006-02-27	1769	2005-05-07
AY154868	7230	Drosophila mojavensis strain MJBC 47.3 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	Drosophila mojavensis	2005-04-16	878	2003-03-03
AY154876	7230	Drosophila mojavensis strain MJBC 205.1 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	Drosophila mojavensis	2005-04-16	878	2003-03-03
AF045113	7273	Drosophila saltans strain 14045-0911.0 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.	Drosophila saltans	2006-11-14	405	1998-06-02
AY154834	7230	Drosophila mojavensis strain MJBC 103.3 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	Drosophila mojavensis	2005-04-16	880	2003-03-03
AY154837	7230	Drosophila mojavensis strain MJBC 157.3 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	Drosophila mojavensis	2005-04-16	880	2003-03-03
AY154874	7230	Drosophila mojavensis strain MJBC 157.3 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	Drosophila mojavensis	2005-04-16	880	2003-03-03
AF348881	73155	Drosophila biauraria strain HP alcohol dehydrogenase (adh) gene, exons 2, 3 and 4, and partial cds.	Drosophila biauraria	2006-11-14	666	2001-04-16
AF348880	67534	Drosophila triauraria strain ONM alcohol dehydrogenase (adh) gene, exons 2, 3 and 4, and partial cds.	Drosophila triauraria	2006-11-14	668	2001-04-16
AY238779	7229	Drosophila miranda strain SP295 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.	Drosophila miranda	2005-04-16	2042	2003-04-08
AY238775	7229	Drosophila miranda strain MA32 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.	Drosophila miranda	2005-04-16	2042	2003-04-08
AY238771	7229	Drosophila miranda strain 0101.4 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.	Drosophila miranda	2005-04-16	2042	2003-04-08
AY238773	7229	Drosophila miranda strain 0101.7 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.	Drosophila miranda	2005-04-16	2042	2003-04-08
DQ363230	30023	Drosophila elegans Adh (Adh) gene, partial cds.	Drosophila elegans	2006-05-25	544	2006-05-25
X58694	7224	D. hydei ADH-1 and ADH-2 genes for alcohol dehydrogenase and an ADH psi pseudogene	Drosophila hydei	2006-11-14	8447	1991-04-11
EF137007	40366	Drosophila americana isolate IR04.96 Adh (Adh) gene, partial cds.	Drosophila americana	2007-09-11	840	2006-12-24
EF137001	40366	Drosophila americana isolate IR04.10 Adh (Adh) gene, partial cds.	Drosophila americana	2007-09-11	840	2006-12-24
EF137004	40366	Drosophila americana isolate IR04.18 Adh (Adh) gene, partial cds.	Drosophila americana	2007-09-11	840	2006-12-24
EF136973	40366	Drosophila americana isolate FP99.81 Adh (Adh) gene, partial cds.	Drosophila americana	2007-09-11	840	2006-12-24
EF136980	40366	Drosophila americana isolate HI99.15 Adh (Adh) gene, partial cds.	Drosophila americana	2007-09-11	840	2006-12-24
EF137003	40366	Drosophila americana isolate IR04.15 Adh (Adh) gene, partial cds.	Drosophila americana	2007-09-11	840	2006-12-24
EF136981	40366	Drosophila americana isolate HI99.21 Adh (Adh) gene, partial cds.	Drosophila americana	2007-09-11	840	2006-12-24
EF136991	40366	Drosophila americana isolate SB02.07 Adh (Adh) gene, partial cds.	Drosophila americana	2007-09-11	840	2006-12-24
AF175215	7227	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, Adh-h3 allele, complete cds.	Drosophila melanogaster	1999-12-21	951	1999-10-06
U64538	7237	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS280 allele, complete cds.	Drosophila pseudoobscura	2005-04-18	3510	1996-08-16
U64553	7237	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS342 allele, complete cds.	Drosophila pseudoobscura	2005-04-18	3455	1996-08-16
U64554	7237	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS343 allele, complete cds.	Drosophila pseudoobscura	2005-04-18	3467	1996-08-16
AF175213	7227	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, Adh-h18 allele, complete cds.	Drosophila melanogaster	1999-12-21	951	1999-10-06
U64521	7237	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-GB48 allele, complete cds.	Drosophila pseudoobscura	2005-04-18	3484	1996-08-16
U64523	7237	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS231 allele, complete cds.	Drosophila pseudoobscura	2005-04-18	3468	1996-08-16
U64527	7237	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS246 allele, complete cds.	Drosophila pseudoobscura	2005-04-18	3474	1996-08-16
U64531	7237	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS256 allele, complete cds.	Drosophila pseudoobscura	2005-04-18	3473	1996-08-16
U64558	7237	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS353 allele, complete cds.	Drosophila pseudoobscura	2005-04-18	3471	1996-08-16
X54119	7245	D.yakuba Adh pseudogene	Drosophila yakuba	2008-10-23	1439	1992-04-14
MN268000	198725	Drosophila subquinaria isolate S_SE_1 ADH-related protein (ADH-R) gene, partial cds.	Drosophila subquinaria	2019-08-23	552	2019-08-23
MN267972	55946	Drosophila recens isolate R_KA_5 ADH-related protein (ADH-R) gene, partial cds.	Drosophila recens	2019-08-23	552	2019-08-23
MN267994	198725	Drosophila subquinaria isolate S_MS_2 ADH-related protein (ADH-R) gene, partial cds.	Drosophila subquinaria	2019-08-23	552	2019-08-23
MN267963	55946	Drosophila recens isolate R_SM_18 ADH-related protein (ADH-R) gene, partial cds.	Drosophila recens	2019-08-23	552	2019-08-23
MN267967	55946	Drosophila recens isolate R_HI_33 ADH-related protein (ADH-R) gene, partial cds.	Drosophila recens	2019-08-23	552	2019-08-23
MN267971	55946	Drosophila recens isolate R_KA_196 ADH-related protein (ADH-R) gene, partial cds.	Drosophila recens	2019-08-23	552	2019-08-23
MN267984	198725	Drosophila subquinaria isolate S_DE_5 ADH-related protein (ADH-R) gene, partial cds.	Drosophila subquinaria	2019-08-23	552	2019-08-23
MN267998	198725	Drosophila subquinaria isolate S_PO_42 ADH-related protein (ADH-R) gene, partial cds.	Drosophila subquinaria	2019-08-23	552	2019-08-23
MN268003	198725	Drosophila subquinaria isolate S_SE_47 ADH-related protein (ADH-R) gene, partial cds.	Drosophila subquinaria	2019-08-23	552	2019-08-23
MN267982	198725	Drosophila subquinaria isolate S_DE_1 ADH-related protein (ADH-R) gene, partial cds.	Drosophila subquinaria	2019-08-23	552	2019-08-23
MN268006	193351	Drosophila transversa isolate T_UP_2 ADH-related protein (ADH-R) gene, partial cds.	Drosophila transversa	2019-08-23	552	2019-08-23
MN267960	55946	Drosophila recens isolate R_CA_1 ADH-related protein (ADH-R) gene, partial cds.	Drosophila recens	2019-08-23	552	2019-08-23
AF006568	7234	Drosophila persimilis alcohol dehydrogenase (Adh) and alcohol dehydrogenase (Adh-dup) genes, complete cds.	Drosophila persimilis	2005-04-15	3465	1997-09-11
X54117	7243	D.teissieri Adh processed pseudogene	Drosophila teissieri	2006-11-14	1125	1992-04-14
LC165380	57873	Drosophila hubeiensis Adh gene, partial cds.	Drosophila hubeiensis	2019-06-04	549	2019-06-04
MG010089	126477	Drosophila fumipennis Adh gene, partial cds.	Drosophila fumipennis	2018-12-07	405	2018-11-09
MG010088	7260	Drosophila willistoni Adh gene, partial cds.	Drosophila willistoni	2018-12-07	405	2018-11-09
U64535	7237	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS271 allele, and alcohol dehydrogenase-like protein gene, complete cds.	Drosophila pseudoobscura	2005-04-18	4594	1996-08-16
X62185	7237	D.pseudoobscura Adh gene for alcohol dehydrogenase	Drosophila pseudoobscura	2006-11-14	3498	1992-10-16
